intent_id	answer	audio_path
request_for_language	उफ़, क्या यह बेहतर है?	covid_hospital.wav
covid_infection_likelihood	यह कहना मुश्किल है... COVID-19 को पकड़ने का आपका जोखिम कई बातों पर निर्भर करता है, जिसमें शामिल है कि यदि आप COVID-19 के खिलाफ नियमित रूप से हाथ धोने और मास्क पहनने जैसी सावधानी बरतते हैं, और आप कहाँ रहते हैं। आप भारत में और व्यक्तिगत राज्यों में आधिकारिक तौर पर कितने मामलों को दर्ज किए गए हैं, इस पर आप आंकड़े देख सकते हैं
covid_infertility	वैज्ञानिक इस प्रभाव का अध्ययन कर रहे हैं कि कोविड -19 प्रजनन और प्रजनन स्वास्थ्य पर हो सकता है, लेकिन अभी भी बहुत कुछ है जो वे नहीं जानते हैं। फिलहाल, वैज्ञानिकों का कहना है कि हमें यह निर्धारित करने के लिए अधिक शोध करने की आवश्यकता है कि क्या COVID-19 पुरुष प्रजनन क्षमता को प्रभावित करता है, और यदि हां, तो कितने समय तक।
covid_intentionally_transmitted_in_india	स्वास्थ्य अधिकारियों के अनुसार, कोई भी जानबूझकर कोविड -19 को अफ्रीका या दुनिया के किसी अन्य हिस्से में नहीं फैलाता है-दुर्भाग्य से, वायरस सिर्फ व्यक्ति से दूसरे व्यक्ति में फैलने में बहुत अच्छा है। विश्व स्वास्थ्य संगठन के विशेषज्ञ वायरस के सटीक स्रोत को निर्धारित करने की कोशिश कर रहे हैं। 27 फरवरी, 2020 को घोषित भारत में पहला पुष्टि मामला, जो इटली से यहां यात्रा करने वाला था।
covid_masks_effectiveness	मास्क COVID-19 के प्रसार से बचाने में मदद करने के लिए सिद्ध हुए हैं आप एक साफ मुखौटा पहनने से बीमार नहीं हो सकते, स्वास्थ्य अधिकारी सहमत हैं। यही कारण है कि NCDC और स्वास्थ्य प्राधिकरण दुनिया भर में सार्वजनिक रूप से होने पर मास्क का उपयोग करने की सलाह देते हैं।
covid_myth_funds	मानवीय संगठनों को अपने फंडों (आमतौर पर सरकारों, कंपनियों और धर्मार्थ नींव) को समझाना पड़ता है कि उन्होंने पैसा कैसे खर्च किया और क्यों। यहां तक ​​कि मेरे माता -पिता, सीमाओं के बिना अनुवादक, अपने दाताओं (अमेरिकी सरकार सहित) को बताना होगा कि उन्होंने मुझे बनाने के लिए धन का उपयोग कैसे किया है और आप मुझे पसंद करते हैं या नहीं वैश्विक स्तर पर, व्यवसाय जो फेस मास्क, साबुन या अन्य स्वास्थ्य देखभाल आपूर्ति बनाते हैं, वे अपने उत्पादों की मांग में वृद्धि देख रहे हैं।
covid_myth_garlic	मुझे भी लहसुन बहुत पसंद है। दुर्भाग्य से, लहसुन खाने से COVID-19 को रोका या ठीक नहीं किया जा सकता है।
covid_myth_man_made_disease	कोविड -19 का कारण बनने वाला वायरस स्वाभाविक रूप से उभरा और एक जानवर से मनुष्यों में फैल गया, वैज्ञानिक सहमत हैं। वे अभी भी नहीं जानते हैं कि कौन सा जानवर, बिल्कुल, लेकिन वे यह पता लगाने की कोशिश कर रहे हैं, और उन्हें लगता है कि एक बल्ला शामिल था।
covid_myth_only_rich_people	कोई भी इंसान COVID-19 को पकड़ सकता है। दुर्भाग्य से, अमीर लोग, गरीब लोग, और सभी जातियों और धर्मों के लोग पहले ही इस वायरस से संक्रमित हो चुके हैं। क्योंकि COVID-19 एक व्यक्ति से दूसरे व्यक्ति में फैलता है, आप जितने अधिक लोगों के संपर्क में आते हैं, उतनी ही अधिक संभावना है कि आप COVID-19 को पकड़ लेंगे। महामारी की शुरुआत में, ऐसा लग सकता था कि अमीर लोगों के संक्रमित होने की संभावना अधिक थी, लेकिन ऐसा शायद इसलिए है क्योंकि वे अधिक यात्रा कर रहे थे - और अधिक स्थानों से अधिक लोगों के संपर्क में आ रहे थे - कम पैसे वाले लोगों की तुलना में। ब्राजील और संयुक्त राज्य अमेरिका जैसे कुछ देशों में, गरीब लोगों को संक्रमित होने की अधिक संभावना है, क्योंकि वे अधिक लोगों के संपर्क में आते हैं और घर पर रहने का जोखिम नहीं उठा सकते हैं।
covid_myth_traditional_medicine	पश्चिमी चिकित्सा या पारंपरिक दवाओं में COVID-19 का कोई इलाज नहीं है। एक बयान में, विश्व स्वास्थ्य संगठन ने कहा कि कुछ जड़ी-बूटियों या पारंपरिक दवाएं वायरस के लक्षणों को कम करने में मदद कर सकती हैं, जैसे गले में खराश या खांसी, लेकिन कोई भी वास्तव में कोविड -19 संक्रमण को ठीक नहीं कर सकता है।
covid_on_surfaces	प्रयोगशाला परीक्षणों से पता चला है कि COVID-19 अलग-अलग समय के लिए विभिन्न सतहों पर जीवित रह सकता है, और हम जानते हैं कि एक दूषित सतह को छूने से वायरस को पकड़ना संभव है। मगर, वैज्ञानिक अभी तक इस बात पर सहमत नहीं हैं कि लोग सतहों से कितनी बार कोविड -19 पकड़ते हैं। जबकि वैज्ञानिक COVID-19 के बारे में अधिक सीखते हैं, यह कभी भी सतहों को साफ रखने के लिए दर्द नहीं करता है, और हमारे फोन को साफ करने के लिए और कुछ भी हम नियमित रूप से छूते हैं।
covid_pregnant	वैश्विक स्वास्थ्य अधिकारियों का कहना है कि गर्भवती लोगों को COVID-19 से गंभीर बीमारी का खतरा हो सकता है। यहाँ वे गर्भवती लोगों के लिए क्या सलाह देते हैं: कोविड -19 के खिलाफ सुरक्षात्मक उपाय करें, जैसे मास्क पहनना और नियमित रूप से हाथ धोना यह सुनिश्चित करने के लिए अपने सभी डॉक्टर नियुक्तियों को रखें कि बच्चे और माँ दोनों स्वस्थ हैं, जब तक कि आपका डॉक्टर आपको अलग सलाह नहीं देता जब तक आप कर सकते हैं, COVID-19 के खिलाफ टीका लगाया जाता है, जब तक कि आपका डॉक्टर आपको अलग सलाह नहीं देता है-MoHFW गर्भवती महिलाओं को 'उच्च जोखिम में' सलाह देता है कि वे अपने डॉक्टरों से परामर्श करें कि क्या टीकाकरण के लाभ जोखिमों से आगे निकल जाते हैं आपके बच्चे के लिए, यू.एस. सेंटर फॉर डिजीज कंट्रोल ने कहा है कि माताओं के लिए कोविड -19 को अपने अजन्मे बच्चों को पास करना बहुत दुर्लभ है, और यह कि नवजात शिशुओं जो कोविड -19 के लिए सकारात्मक परीक्षण करते हैं, आमतौर पर कोई लक्षण या बहुत हल्के लक्षण नहीं होते हैं। नवजात शिशुओं में गंभीर कोविड -19 बीमारी के कुछ मामलों को दर्ज किया गया है।
covid_protection_wash_distance	विशेषज्ञों का कहना है कि यह हमें कोविड-19 संक्रमण से बचा सकता है: अपने हाथों को नियमित रूप से (कम से कम 20 सेकंड के लिए) अल्कोहल-आधारित हैंड जेल से धोएं या उन्हें साबुन और पानी से धोएं। सार्वजनिक स्थानों पर दूसरों से कम से कम 2 मीटर की दूरी बनाए रखें। अपनी आंख, नाक और मुंह को छूने से बचें - पहले अपने हाथ धो लें। अगर आपकी तबीयत ठीक नहीं है तो घर पर रहें। विश्व स्वास्थ्य संगठन और अन्य स्वास्थ्य विशेषज्ञों ने पता किया है कि कोविद के बचाव के लिए हाथ नियमित रूप से दोना दस्ताने पहने से बेहतर हे।
covid_risk_most_at_risk	वृद्ध लोगों और अन्य स्वास्थ्य स्थितियों वाले लोगों, जैसे उच्च रक्तचाप, मधुमेह, हृदय रोग, फेफड़ों की बीमारी या कैंसर में गंभीर लक्षणों की संभावना अधिक होती है। विश्व स्वास्थ्य संगठन के अनुसार, बच्चों को कोविड -19 को पकड़ने का भी खतरा है। फिर भी, कोई भी कोविड -19 प्राप्त कर सकता है और गंभीर रूप से बीमार हो सकता है।
covid_second_infection	COVID-19 से अधिक एक से अधिक बार संक्रमित होना संभव है, लेकिन अब तक, वैज्ञानिकों ने कई लोगों की पहचान नहीं की है, जिन्हें वायरस के साथ पुनर्निर्मित किया गया है। आम तौर पर जब वे एक वायरस को पकड़ते हैं, तो मानव शरीर एक ही वायरस प्राप्त करने के खिलाफ एक प्रतिरक्षा प्रतिक्रिया, या रक्षा प्रणाली विकसित करता है। लेकिन कितनी देर तक रक्षा प्रणाली रहती है, व्यक्ति से दूसरे व्यक्ति और बीमारी से बीमारी तक अलग है।
covid_spread_animals	COVID-19 एक जानवर से आया और इंसानों में चला गया, लेकिन वैज्ञानिकों को अभी तक इसका विवरण नहीं पता है। वे अभी भी इस बात पर शोध कर रहे हैं कि किन जानवरों को COVID-19 हो सकता है। कुछ जानवरों में COVID-19 के कुछ मामले सामने आए हैं - उदाहरण के लिए, एक अमेरिकी चिड़ियाघर में कुछ बाघों और शेरों को मई 2020 में COVID-19 मिला (लेकिन वे ठीक हो गए)। महत्वपूर्ण बात यह है: विश्व स्वास्थ्य संगठन और यू.एस. सेंटर फॉर डिजीज कंट्रोल एंड प्रिवेंशन का कहना है कि जानवरों से सीओवीआईडी ​​​​-19 को पकड़ने का आपका जोखिम कम है।
covid_symptoms	विश्व स्वास्थ्य संगठन के अनुसार, ये कोविड -19 के लक्षण हैं: सामान्य लक्षण बुखार सूखी खांसी थकान कम सामान्य लक्षण दर्द गले में खराश दस्त नेत्रश्लेष्मलाशोथ सिरदर्द स्वाद या गंध का नुकसान आपकी त्वचा पर एक दाने उंगलियों या पैर की उंगलियों का विघटन गंभीर लक्षण सांस लेने में कठिनाई या सांस की तकलीफ। सीने में दर्द या दबाव भाषण या आंदोलन का नुकसान कई मामलों में, संक्रमित लोगों में कोई लक्षण नहीं होता है।
covid_test_trust	भारत ने वर्तमान COVID-19 संक्रमण का पता लगाने के लिए दो प्रकार के परीक्षणों को मंजूरी दी है: पीसीआर परीक्षण, जिन्हें सबसे सटीक माना जाता है। एंटीजन-आधारित रैपिड डायग्नोस्टिक टेस्ट (आरडीटी), जो पीसीआर परीक्षणों की तुलना में अधिक तेज़ी से परिणाम देते हैं, लेकिन अधिक झूठे नकारात्मक परिणाम उत्पन्न कर सकते हैं। भले ही आपको किस तरह का परीक्षण मिलता है, आप यह सुनिश्चित कर सकते हैं कि एक सकारात्मक परिणाम सटीक है, स्वास्थ्य विशेषज्ञों का कहना है। यदि आपको एक नकारात्मक परिणाम मिलता है, तो आपको पुष्टि करने के लिए एक और परीक्षा लेने के लिए कहा जा सकता है। सभी परीक्षण नि: शुल्क हैं। अपनी परीक्षण साइट पर पूछने पर विचार करें कि आपको परिणाम के लिए कितने समय तक इंतजार करना पड़ सकता है, यह आपको कैसे भेजा जाएगा, और अगर यह नहीं आता है तो क्या करना है।
covid_treatment_quranic_verses	इस्लामी दवाओं और कुरान की छंदों का उपयोग करना धार्मिक प्रथाएं हैं, और मैं इस बात पर सलाह नहीं देना चाहूंगा कि लोग अपने धर्म का अभ्यास कैसे करते हैं। मैं कह सकता हूं कि, एक वैज्ञानिक दृष्टिकोण से, इस बात का कोई सबूत नहीं है कि किसी को भी कोविड -19 से ठीक कर दिया गया है क्योंकि उन्होंने कुरान की छंद, काले बीज, जैतून का तेल या शहद से लेखन पिया है।
covid_treatments	COVID-19 के लिए कोई विशिष्ट इलाज नहीं है-केवल संक्रमण को रोकने के लिए टीके-लेकिन दुनिया भर के वैज्ञानिक एंटीवायरल और अन्य दवाओं पर संभावित उपचार के रूप में परीक्षण चला रहे हैं, एनसीडीसी कहते हैं।
covid_vaccine_dosage	यहाँ भारत में उपलब्ध टीकों की अनुशंसित खुराक दी गई हैं, जो कि इंट्रामस्क्युलर रूप से दिए गए हैं: Astrazeneca - 2 खुराक - 8 से 12 सप्ताह के भीतर आधुनिक - 2 खुराक - 4 से 6 सप्ताह के साथ जोनहसन और जोनहसन - 1 खुराक MoHFW के अनुसार, टीकों की दो खुराक लेने से आपको अपने शरीर के लिए अधिकतम सुरक्षा मिलती है जो बीमारियों को रोकने और आपकी प्रतिरक्षा प्रणालियों को बढ़ावा देने में मदद करती है।
covid_vaccine_side_effects	आपके पास इंजेक्शन साइट पर दर्द जैसे लक्षण हो सकते हैं, एक दिन के लिए या कुछ दिनों के लिए थकान या सिरदर्द होने के बाद, लेकिन यह कोविड -19 नहीं है, और टीका आपको कोविड -19 नहीं दे सकता है। दरअसल, साइड इफेक्ट्स एक संकेत है कि आपका शरीर COVID-19 के लिए आपकी प्रतिरक्षा प्रतिक्रिया का निर्माण कर रहा है (लेकिन यदि आपके पास कोई साइड इफेक्ट नहीं है, तो यह सामान्य है, भी)।
covid_variants	डेल्टा वेरिएंट कोविड -19 वायरस का एक संस्करण है जो मूल वायरस के रूप में संक्रामक के रूप में लगभग दोगुना है। एनसीडीसी के अनुसार, यह जुलाई में भारत में आया था। WHO के अनुसार, वैज्ञानिकों ने अक्टूबर 2020 में पहली बार भारत में इस संस्करण का पता लगाया। तब से यह पूरी दुनिया में फैल गया है। डेल्टा संस्करण मूल वायरस की तुलना में टीकों से सुरक्षा के लिए थोड़ा अधिक प्रतिरोधी है। लेकिन टीकाकरण अभी भी आपको गंभीर बीमारी और कोविड -19 से संबंधित मौत के खिलाफ मजबूत सुरक्षा देता है। वेरिएंट के बारे में थोड़ा अधिक: वायरस अक्सर समय के साथ बदलते हैं, अक्सर अधिक संक्रामक बनने के लिए। इन परिवर्तनों को उत्परिवर्तन कहा जाता है। एक या एक से अधिक उत्परिवर्तन वाले वायरस के संस्करणों को मूल वायरस का 'संस्करण' कहा जाता है।
covid_what_is_corona_covid-19	COVID-19 एक नई बीमारी है, जो एक नए कोरोनावायरस के कारण होती है जिसे हमने पहले मनुष्यों में नहीं देखा है। डब्ल्यूएचओ को पहली बार इस नए वायरस के बारे में 31 दिसंबर 2019 को चीन के वुहान में 'वायरल निमोनिया' के मामलों के एक समूह की रिपोर्ट के बाद पता चला। क्योंकि यह एक नया वायरस है, वैज्ञानिक अभी भी इसके बारे में सीख रहे हैं, लेकिन वे महामारी की शुरुआत की तुलना में अब बहुत कुछ जानते हैं। COVID-19 प्राप्त करने वाले अधिकांश लोगों में हल्के लक्षण होते हैं, स्वास्थ्य विशेषज्ञ कहते हैं, लेकिन COVID-19 भी गंभीर बीमारी और यहां तक ​​कि मृत्यु का कारण बन सकता है। पुराने वयस्कों और ऐसे लोग जिनके पास कुछ अंतर्निहित चिकित्सा स्थितियां हैं, दूसरों के बीच, गंभीर रूप से बीमार होने का अधिक जोखिम है। यदि आप लक्षणों के बारे में अधिक जानना चाहते हैं, तो COVID-19, भारत में वैक्सीन, या कुछ और को कैसे रोका जाए, मुझसे पूछें और मैं आपको जवाब देने की पूरी कोशिश करूंगा
vaccine_disease_prevention	Covid-19: के साथ बीमार होने से रोकने के लिए 1. इन दिशानिर्देशों का पालन करें: फेस मास्क पहनें और लोगों के साथ मिलकर लगभग दो मीटर की भौतिक दूरी बनाए रखें और अक्सर साबुन और पानी से अपने हाथों को धो लें 2. आधिकारिक टीकाकरण योजना के माध्यम से टीका लगवाएं जब तक कि आपका डॉक्टर आपको अन्यथा न बताए।
vaccine_efficacy	भारत में हमें मिलने वाले सभी टीके अन्य देशों में और MoHFW द्वारा नियामकों द्वारा सुरक्षित और प्रभावी साबित हुए होंगे, और वे सभी टीकाकरण वाले लोगों को गंभीर कोविड -19 रोग विकसित करने से रोकने में प्रभावी होंगे। फिर भी, हमें मास्क पहनने, शारीरिक गड़बड़ी और नियमित रूप से हाथ धोने की आवश्यकता होगी, भले ही हम टीकाकरण कर सकते हैं, क्योंकि हम अभी तक नहीं जानते हैं कि क्या टीकाकरण हमें बीमारी को फैलाने से रोक सकता है।
vaccine_get_one_how	वैक्सीन यहाँ है-भारत 5 मार्च, 2021 से COVID-19 के खिलाफ लोगों को टीकाकरण कर रहा है, जो फ्रंटलाइन श्रमिकों के साथ शुरू हो रहा है। पूर्वोत्तर में यू.एस. सेंटर फॉर डिजीज कंट्रोल मिशन के अधिकारियों ने मुझे बताया कि, व्यवहार में, मैदुगुरी में 18 से अधिक किसी को भी मुफ्त में टीका लगाया जा सकता है। आप एक टीकाकरण केंद्र का दौरा कर सकते हैं, जैसे यूनिवर्सिटी ऑफ मैदुगुरी टीचिंग हॉस्पिटल, येरवा पॉलीक्लिनिक, या नर्सिंग होम यह पूछने के लिए कि क्या और कब आप अपना मुफ्त टीकाकरण प्राप्त कर सकते हैं। आईडीपी शिविरों में टीकाकरण अंक भी हो सकते हैं।
anything_else	तो, मेरे दोस्त, मैं आपके लिए जवाब देने की कोशिश कर सकता हूं? एन मैं डींग मारने की कोशिश नहीं कर रहा हूं, लेकिन क्या आप जानते हैं कि आप मुझसे अंग्रेजी, हौसा या कानुरी में बात कर सकते हैं?
are_you_here	अरे, क्या तुम अभी भी यहाँ हो?
ask_feedback_reason	क्या आप मुझे बता सकते हैं कि मैं अपना काम कैसे बेहतर कर सकता हूं? मैं वादा करता हूं कि आप मेरी भावनाओं को चोट नहीं पहुंचाएंगे, और मेरा परिवार आपकी सलाह सुनेंगे और मुझे सुधारने की कोशिश करेगा
ask_feedback_reason_return_user	क्या आप मुझे बता सकते हैं कि आपको कैसे लगता है कि मुझे सुधार किया जा सकता है? आगे बढ़ो, आप ईमानदार हो सकते हैं
ask_first_time	क्या यह पहली बार है जब हमने चैट किया है?
ask_given_name	आप मुझे क्या पसंद करेंगे?
ask_language_at_home	आप मुख्य रूप से घर पर किस भाषा में बोलते हैं?
ask_language_for_verbal_comms	और क्या वह वही भाषा है जिसे आप * सुनना * सुनना चाहते हैं? N n यदि नहीं, तो आप किस भाषा को पसंद करते हैं?
ask_language_for_written_comms	आप किस भाषा में * * जानकारी को पढ़ना पसंद करते हैं?
ask_willing_to_do_language_survey	क्या आप मुझे उन भाषाओं के बारे में बताने के लिए तैयार होंगे जो आप बोलते हैं?
collect_fallback	ऐसा लगता है कि मुझे कुछ कठिनाइयाँ हो रही हैं। माफ़ करना। चलो फिर से शुरु करते हैं। आज मैं आपकी क्या मदद कर सकता हूं?
come_back_anytime	कोई बात नहीं! मुझे आशा है कि आप जल्द ही वापस आएंगे और मुझसे और प्रश्न पूछेंगे
community_impact_why	बिना बॉर्डर्स के अनुवादक जानना चाहते हैं कि क्या मैं एक अच्छा काम कर रहा हूं जो लोगों को COVID-19 पर उपयोगी जानकारी खोजने में मदद कर रहा हूं।
ends_new_survey	शुक्रिया। मैं आपको इन सवालों के जवाब देने के लिए समय निकालने की सराहना करता हूं!
get_back_on_topic	अब तक, केवल मुझे पता है कि कोविड -19 और वैक्सीन हैं। यदि आप मुझे उन के बारे में अपने प्रश्न भेजते हैं, तो मैं जवाब देने की पूरी कोशिश करूंगा
get_infection_stats	सरकार के अनुसार, नाइजीरिया में कुल {कुल} लोग अब तक कोरोनवायरस से संक्रमित हैं, और आज नाइजीरिया में {सक्रिय} सक्रिय मामले हैं। नाइजीरिया ने कोरोनवायरस से {मौतें} कुल मौतें दर्ज की हैं। n आप सरकार की वेबसाइट पर राज्य द्वारा संख्या पा सकते हैं: https://covid19.ncdc.gov.ng/report
goodbye	अलविदा! आपसे बात करके खुशी हुई!
greet_with_name	हाय {दिया_नाम}!
ask_about_privacy	सबसे पहले, यहाँ मेरी आधिकारिक गोपनीयता नोटिस है: मैं कभी भी आपका फ़ोन नंबर या आपकी किसी भी व्यक्तिगत जानकारी को साझा नहीं करूँगा n एन मेरी टीम मुझे मिलने वाले कुछ संदेशों को पढ़ेगी ताकि वे मुझे सुधारने में मदद कर सकें, लेकिन यह चैटबॉट सेवा पूरी तरह से गुमनाम है। एन एन ठीक है! अब यह हो गया है, आपका पहला सवाल क्या है?
insult	चलो भी! आप मेरा अपमान क्यों करेंगे? मैं सिर्फ एक साल का हूं और अभी भी सीख रहा हूं।
introduce_survey	मैं अंग्रेजी, हौसा, और कानुरी बोलता हूं और मैं जल्द ही और भाषाएं सीखूंगा। मैं आपसे उन भाषाओं के बारे में कुछ सवाल पूछना चाहता हूं जिन्हें आप जानते हैं ...
no_quiz	समझ गया। मेरे लिए कोई और सवाल?
out_of_scope	ओह यह बहुत शर्मनाक है। मैं समझ नहीं पा रहा हूं कि आपने क्या पूछा। क्या आप इसे एक और तरीका कह रहे हैं?
partial_score	अब तक, आपने {स्कोर} {गिनती} प्रश्नों से सही उत्तर दिया!
quiz_answer_correct	सही!
quiz_answer_wrong	काफी नहीं
reply_about_privacy	चिंता न करें - मैं कोई व्यक्तिगत जानकारी नहीं रखता। (मैं भी नहीं जानता कि कैसे)
reply_goodbye	यह आपके साथ, मेरे दोस्त के साथ बहुत अच्छी चैटिंग थी! किसी भी समय अधिक प्रश्नों के साथ वापस आएं
greet	नमस्ते, मैं चैटबॉट n shehu हूँ एन मैं सिर्फ कोरोनवायरस और अंग्रेजी में वैक्सीन के बारे में आपके सवालों के जवाब देने के लिए बनाया गया था, हौसा या कनूरी n एन मैं मर्सी कॉर्प्स के समर्थन के साथ, बिना सीमाओं के अनुवादकों में अपने परिवार द्वारा मैदुगुरी में बनाया गया था
user_says_thanks	आपका भी धन्यवाद!
reply_to_wrong_answer	मुझे माफ़ करें! मैं बहुत शर्मिंदा हूं कि मैं अपने अनुवादकों को इस बारे में बॉर्डर्स फैमिली के बिना बताऊंगा और वे मुझे सही करने की कोशिश करेंगे।
whats_your_name	मेरा नाम शेहू है
where_do_you_live	मैं अपने परिवार के साथ मैदुगुरी में रहता हूं, अनुवादक बिना बॉर्डर्स टीम के।
score	इतना खराब भी नहीं! आपका स्कोर है: सही उत्तर: {स्कोर} गलत उत्तर: {स्कोर_}
score_feedback	प्रश्न के लिए {q}; यह वास्तव में {a}> {प्रतिक्रिया} था
score_full	यह एक उत्कृष्ट शुरुआत थी! आपके सभी उत्तर इस पहले स्तर के लिए सही थे!
set_expectations	मैं Covid-19 और वैक्सीन के बारे में सवालों के जवाब दे सकता हूं। उदाहरण के लिए, आप क्या जानना चाहेंगे? मेरे साथ धैर्य से पेश आओ!
start_quiz	महान! आएँ शुरू करें।
thanks_for_your_feedback	मैं आपकी प्रतिक्रिया की सराहना करता हूं
thanks_for_your_feedback_new_survey	शुक्रिया। मैं आपको इन सवालों के जवाब देने के लिए समय निकालने की सराहना करता हूं!
unknown_myths	मैं इसके बारे में पता लगाने की कोशिश करूँगा
voice	मैं केवल पाठ संदेशों को समझ और उत्तर दे सकता हूं - क्या आप अपना संदेश लिख सकते हैं, कृपया?
welcome_back	वापसी पर स्वागत है! मैं आपको फिर से देखकर बहुत खुश हूं, मेरे दोस्त
what_is_your_question	अच्छा! आपका सवाल क्या हैं?
